정류장명,위도,경도,관리부서,서비스아이디,권역
성동마을회관,35.58697661,129.3032725,버스택시과,62003,울산광역시 중구
성산주유소,35.63444333,129.2874769,버스택시과,21309,울산광역시 울주군
성산주유소,35.63459657,129.2875996,버스택시과,21310,울산광역시 울주군
성신고등학교,35.56116953,129.3279825,버스택시과,73501,울산광역시 중구
성안고가하부도로,35.56498695,129.3177934,버스택시과,23911,울산광역시 중구
성안고가하부도로,35.56573086,129.3177652,버스택시과,23912,울산광역시 중구
성안금호아파트,35.5758149,129.3062525,버스택시과,11802,울산광역시 중구
성안금호아파트,35.57615264,129.3059498,버스택시과,11801,울산광역시 중구
성안입구,35.5625956,129.3190349,버스택시과,23908,울산광역시 중구
성안입구,35.56201369,129.3199866,버스택시과,30919,울산광역시 중구
성안입구,35.56266495,129.3187052,버스택시과,23907,울산광역시 중구
성안입구,35.56172363,129.3200761,버스택시과,30920,울산광역시 중구
성안종점(기점),35.5820813,129.3238292,버스택시과,11710,울산광역시 중구
성안종점(종점),35.58196018,129.3239006,버스택시과,11714,울산광역시 중구
성안청구,35.57982546,129.3164098,버스택시과,11701,울산광역시 중구
성안청구아파트,35.57998767,129.3165143,버스택시과,72202,울산광역시 중구
성안청구아파트,35.58065254,129.3165568,버스택시과,11711,울산광역시 중구
성안청구아파트입구,35.57852314,129.318844,버스택시과,11704,울산광역시 중구
성안청구아파트입구,35.57860834,129.3186893,버스택시과,11705,울산광역시 중구
성안파출소,35.58063584,129.322982,버스택시과,11706,울산광역시 중구
성안파출소,35.5807809,129.3228773,버스택시과,11707,울산광역시 중구
성원상떼빌앞,35.53113042,129.3931225,버스택시과,30630,울산광역시 북구
성원상떼빌앞,35.53090381,129.3929863,버스택시과,30629,울산광역시 북구
성천,35.47979546,129.0889562,교통과,59268,양산시
성천마을,35.47970189,129.0886151,교통과,4361,양산시
성혜마을,35.59630868,129.3452245,버스택시과,11401,울산광역시 중구
성혜마을,35.59641735,129.3452913,버스택시과,11402,울산광역시 중구
세양청구아파트,35.54594851,129.3485833,버스택시과,25102,울산광역시 남구
세양청구아파트,35.54525903,129.3481878,버스택시과,25101,울산광역시 남구
세양청구앞,35.54331135,129.3505569,버스택시과,31020,울산광역시 남구
세양청구앞,35.54313067,129.3505664,버스택시과,31019,울산광역시 남구
세원울산영업소,35.57415425,129.097027,버스택시과,15369,울산광역시 울주군
세원울산영업소,35.5739914,129.0971938,버스택시과,15370,울산광역시 울주군
세원울산영업소앞,35.57478843,129.0967017,버스택시과,15371,울산광역시 울주군
세원울산영업소앞,35.57383229,129.0974047,버스택시과,15372,울산광역시 울주군
세이브존,35.54735208,129.3247561,버스택시과,63511,울산광역시 남구
세진중공업,35.42337408,129.351231,버스택시과,15871,울산광역시 울주군
세진중공업,35.42299037,129.3515017,버스택시과,15872,울산광역시 울주군
세화마트앞,35.51727155,129.3365459,버스택시과,74601,울산광역시 남구
세화마트앞,35.51729124,129.3363431,버스택시과,40866,울산광역시 남구
센트랄,35.5724573,129.3763514,버스택시과,26404,울산광역시 북구
센트럴하이츠,35.54789168,129.3149671,버스택시과,23104,울산광역시 남구
센트럴하이츠,35.54806304,129.314913,버스택시과,23102,울산광역시 남구
센트레빌더테라스,35.55555076,129.1285088,버스택시과,30471,울산광역시 울주군
센트리지5단지앞,35.5585601,129.3250496,버스택시과,21012,울산광역시 중구
소망의집,35.61416335,129.228266,버스택시과,20749,울산광역시 울주군
소방서앞,35.4334122,129.3062071,버스택시과,77712,울산광역시 울주군
소방서앞,35.43349859,129.306024,버스택시과,77711,울산광역시 울주군
소슬채아파트앞,35.55284988,129.1135041,버스택시과,15448,울산광역시 울주군
소슬채아파트앞,35.5526297,129.1135322,버스택시과,15449,울산광역시 울주군
소야정,35.617359,129.056048,버스택시과,30206,울산광역시 울주군
소야정,35.6172117,129.0561655,버스택시과,30205,울산광역시 울주군
소야정교,35.61669704,129.0599742,버스택시과,30287,울산광역시 울주군
소야정교,35.61688275,129.059521,버스택시과,30286,울산광역시 울주군
소토,35.38040732,129.0492688,교통과,59179,양산시
소토,35.38048827,129.0490062,교통과,59178,양산시
소호,35.6698292,129.0861144,버스택시과,15286,울산광역시 울주군
소호,35.6699136,129.0858112,버스택시과,15285,울산광역시 울주군
솔개마을,35.37326521,129.3465066,버스택시과,23310,울산광역시 울주군
솔개마을,35.3731814,129.3464375,버스택시과,23309,울산광역시 울주군
솔밭가든,35.58142182,129.3207443,버스택시과,62511,울산광역시 중구
솔밭가든,35.58136237,129.3203207,버스택시과,62510,울산광역시 중구
솔밭마을,35.40869501,129.2880858,버스택시과,25405,울산광역시 울주군
솔밭마을,35.4086672,129.2885214,버스택시과,25406,울산광역시 울주군
송원산업앞,35.51678795,129.3506089,버스택시과,31406,울산광역시 남구
송원산업앞,35.51663361,129.3502678,버스택시과,31405,울산광역시 남구
송전1구경로당,35.48729902,129.3069097,버스택시과,24640,울산광역시 울주군
송전1구경로당,35.48750422,129.306899,버스택시과,24639,울산광역시 울주군
송정,35.61636069,129.1485111,버스택시과,15113,울산광역시 울주군
송정,35.61642234,129.1486652,버스택시과,15114,울산광역시 울주군
송정LH1단지,35.59946927,129.366241,버스택시과,40390,울산광역시 북구
송정동,35.6013531,129.3551937,버스택시과,40326,울산광역시 북구
송정동,35.60102995,129.3549408,버스택시과,40325,울산광역시 북구
송정동행정복지센터,35.59258541,129.3650248,버스택시과,71106,울산광역시 북구
송정동행정복지센터,35.59281368,129.3648716,버스택시과,71105,울산광역시 북구
송정마을,35.36626877,129.353254,버스택시과,23312,울산광역시 울주군
송정마을,35.36701234,129.3533431,버스택시과,23311,울산광역시 울주군
송정초등학교,35.59076503,129.3651016,버스택시과,71103,울산광역시 북구
송정타워,35.49008072,129.4164004,버스택시과,27125,울산광역시 동구
송정타워,35.48971459,129.4162808,버스택시과,27126,울산광역시 동구
송정타워,35.48983661,129.4167679,버스택시과,26701,울산광역시 동구
송정타워,35.49004315,129.4170055,버스택시과,26702,울산광역시 동구
송정하우스디,35.60375144,129.3652256,버스택시과,40377,울산광역시 북구
송정하우스디,35.60382816,129.3654178,버스택시과,40376,울산광역시 북구
쇠부리체육센터,35.63631397,129.3335919,버스택시과,20211,울산광역시 북구
쇠부리체육센터,35.63652979,129.3337006,버스택시과,20212,울산광역시 북구
쇠정사거리,35.54627731,129.2621826,버스택시과,75606,울산광역시 남구
쇠정사거리,35.54643531,129.2620097,버스택시과,75605,울산광역시 남구
쇠평마을,35.55781242,129.4296678,버스택시과,78004,울산광역시 동구
쇠평마을,35.55771027,129.4295815,버스택시과,78005,울산광역시 동구
쇠평마을쉼터,35.55997698,129.428981,버스택시과,78013,울산광역시 동구
쇠평마을쉼터,35.55989761,129.4291192,버스택시과,78012,울산광역시 동구
쇠평마을입구,35.54946287,129.4342543,버스택시과,78000,울산광역시 동구
쇠평마을입구,35.54936347,129.4341728,버스택시과,78001,울산광역시 동구
쇠평마을입구,35.54569745,129.4368025,버스택시과,78006,울산광역시 동구
쇠평어린이공원,35.55214463,129.4346335,버스택시과,78008,울산광역시 동구
수렴,35.6672607,129.4577363,교통행정과,5406,경주시
수렴,35.66701603,129.4572054,교통행정과,5407,경주시
수렴리,35.67116159,129.4629335,교통행정과,2096,경주시
수렴리,35.67097723,129.4632792,교통행정과,2095,경주시
수렴마을,35.66652196,129.462587,교통행정과,2082,경주시
수렴마을,35.66639079,129.4625578,교통행정과,2081,경주시
수목원입구,35.55127137,129.4317809,버스택시과,78002,울산광역시 동구
수목원입구,35.55118761,129.4316791,버스택시과,78003,울산광역시 동구
수문마을회관,35.50911281,129.2650071,버스택시과,15840,울산광역시 울주군
수문마을회관,35.50927762,129.2646983,버스택시과,15841,울산광역시 울주군
수암동행정복지센터,35.52413373,129.3182439,버스택시과,22905,울산광역시 남구
수암동행정복지센터,35.52453854,129.3182592,버스택시과,22906,울산광역시 남구
수암시장앞,35.52792702,129.3207326,버스택시과,31205,울산광역시 남구
수암시장앞,35.52873463,129.3196192,버스택시과,31206,울산광역시 남구
수질연구소,35.46496331,129.2857475,버스택시과,31611,울산광역시 울주군
수질연구소,35.46484934,129.2858061,버스택시과,31612,울산광역시 울주군
수필아파트,35.54861173,129.2505395,버스택시과,76401,울산광역시 남구
술마,35.39651628,129.3211106,버스택시과,25415,울산광역시 울주군
술마,35.39651561,129.3213172,버스택시과,25416,울산광역시 울주군
술마교,35.40295131,129.3109131,버스택시과,25411,울산광역시 울주군
술마교,35.4029748,129.3110981,버스택시과,25412,울산광역시 울주군
숭의빌딩,35.53634222,129.3350577,버스택시과,23004,울산광역시 남구
숭의빌딩,35.53621412,129.3353795,버스택시과,23003,울산광역시 남구
숯고개,35.51358723,129.2529541,버스택시과,15847,울산광역시 울주군
숯고개,35.51358896,129.253103,버스택시과,15846,울산광역시 울주군
숯고개,35.61445537,129.3112539,버스택시과,14515,울산광역시 중구
숯고개,35.61445497,129.3113734,버스택시과,14516,울산광역시 북구
스파쇼핑,35.21875125,129.0848754,버스운영과,57040,부산광역시
스파쇼핑,35.21903399,129.0851122,버스운영과,57045,부산광역시
스포츠과학중고교,35.62474806,129.4335149,버스택시과,26362,울산광역시 북구
스포츠과학중고교,35.62469107,129.4330428,버스택시과,26361,울산광역시 북구
시계탑사거리,35.55508709,129.3207105,버스택시과,66803,울산광역시 중구
시례동,35.59663403,129.3242118,버스택시과,14524,울산광역시 중구
시례동,35.59661329,129.3240103,버스택시과,14523,울산광역시 북구
시립문수궁도장입구,35.51820905,129.3004955,버스택시과,22421,울산광역시 남구
시립문수궁도장입구,35.51807756,129.3013642,버스택시과,22415,울산광역시 남구
시립요양원,35.57584933,129.3207277,버스택시과,72503,울산광역시 중구
시립요양원,35.57588626,129.3209487,버스택시과,72504,울산광역시 중구
시민의 발 서비스,35.56535475,129.3676762,버스택시과,25918,울산광역시 북구
시민의 발 서비스,35.56623399,129.3674324,버스택시과,25919,울산광역시 북구
시외고속버스터미널,35.53930206,129.3381689,버스택시과,40419,울산광역시 남구
시외고속버스터미널/서울삼성정형외과의원,35.53958703,129.3379126,버스택시과,40420,울산광역시 남구
시외버스정류장,35.53547142,129.252821,버스택시과,65606,울산광역시 남구
시외버스터미널/마더스병원,35.53507563,129.3404548,버스택시과,31717,울산광역시 남구
시외버스터미널앞,35.53511115,129.3408992,버스택시과,31718,울산광역시 남구
시장2리,35.62775361,129.3511929,버스택시과,25308,울산광역시 북구
시장2리,35.62738901,129.3510609,버스택시과,25307,울산광역시 북구
시장입구,35.56464869,129.1257387,버스택시과,20619,울산광역시 울주군
시장입구,35.5644603,129.1264175,버스택시과,20614,울산광역시 울주군
시청,35.53763657,129.3103481,버스택시과,31022,울산광역시 남구
시청,35.53742126,129.3105079,버스택시과,31021,울산광역시 남구
시청,35.53954056,129.3121661,버스택시과,31111,울산광역시 남구
시청앞,35.53915699,129.3123405,버스택시과,31109,울산광역시 남구
시청앞,35.53973515,129.3124037,버스택시과,31110,울산광역시 남구
시티버스-고래박물관,35.50339988,129.3805682,버스택시과,90016,울산광역시 남구
시티버스-대교전망대입구,35.50373789,129.4167981,버스택시과,90017,울산광역시 동구
시티버스-대왕암공원,35.49012699,129.4359733,버스택시과,90018,울산광역시 동구
시티버스-롯데광장,35.53850294,129.3393616,버스택시과,90002,울산광역시 남구
시티버스-롯데시티호텔,35.53767622,129.3297082,버스택시과,90003,울산광역시 남구
시티버스-롯데시티호텔(신라스테이),35.53770336,129.3298192,버스택시과,90019,울산광역시 남구
시티버스-롯데호텔,35.53921879,129.3377619,버스택시과,90014,울산광역시 남구
시티버스-문화예술회관,35.5431855,129.3253116,버스택시과,90013,울산광역시 남구
시티버스-삼호대숲(철새홍보관),35.55094209,129.2780942,버스택시과,90007,울산광역시 남구
시티버스-스타즈호텔,35.53999028,129.34721,버스택시과,90001,울산광역시 남구
시티버스-스타즈호텔,35.5396393,129.3489223,버스택시과,90015,울산광역시 남구
시티버스-시계탑사거리(울산시립미술관),35.55520345,129.3214523,버스택시과,90011,울산광역시 중구
시티버스-중앙전통시장,35.55426224,129.3236524,버스택시과,90012,울산광역시 중구
시티버스-태화강국가정원(오산광장),35.5496894,129.2921248,버스택시과,90008,울산광역시 중구
시티버스-태화강국가정원(회전교차로),35.55058213,129.2991847,버스택시과,90009,울산광역시 중구
시티버스-태화강역,35.53830275,129.3527577,버스택시과,90000,울산광역시 남구
시티버스-태화강전망대(태화강 동굴피아),35.54451058,129.2934244,버스택시과,90006,울산광역시 남구
시티버스-태화교정류장,35.54959959,129.3073377,버스택시과,90005,울산광역시 남구
시티버스-태화루,35.55396977,129.3069833,버스택시과,90010,울산광역시 중구
시티버스-현대백화점,35.54060365,129.3355807,버스택시과,90004,울산광역시 남구
신기,35.63138016,129.2195448,버스택시과,20727,울산광역시 울주군
신기,35.61399674,129.0709467,버스택시과,30210,울산광역시 울주군
신기,35.70278004,129.1803112,버스택시과,31811,울산광역시 울주군
신기,35.70291518,129.1803158,버스택시과,31812,울산광역시 울주군
신기,35.61395824,129.0707487,버스택시과,30209,울산광역시 울주군
신기,35.63117418,129.2197372,버스택시과,20728,울산광역시 울주군
신기마을앞,35.43239716,129.2536619,버스택시과,15911,울산광역시 울주군
신기마을앞,35.43251902,129.2536828,버스택시과,15912,울산광역시 울주군
신기주공,35.35287013,129.04152,교통과,59144,양산시
신기주공APT,35.35305605,129.0418031,교통과,59145,양산시
신기주공아파트,35.35306826,129.037804,교통과,4867,양산시
신기주공아파트,35.35341187,129.0383626,교통과,4832,양산시
신기회관,35.64485371,129.35654,버스택시과,71418,울산광역시 북구
신기회관,35.6437178,129.3565425,버스택시과,71417,울산광역시 북구
신도시현대.청어람,35.3343496,129.0325937,교통과,4525,양산시
신도시현대.청어람,35.33459743,129.0325499,교통과,4526,양산시
신동아파밀리에아파트,35.54732413,129.2487279,버스택시과,76405,울산광역시 남구
신동아파밀리에아파트,35.54750117,129.2492008,버스택시과,76404,울산광역시 남구
신리,35.59789094,129.1103533,버스택시과,15358,울산광역시 울주군
신리,35.34576999,129.3154249,버스택시과,15953,울산광역시 울주군
신리,35.59775318,129.1104047,버스택시과,15357,울산광역시 울주군
신리,35.34563246,129.316606,버스택시과,15954,울산광역시 울주군
신리입구,35.34393212,129.3081072,버스택시과,15955,울산광역시 울주군
신리입구,35.34371624,129.3076749,버스택시과,15956,울산광역시 울주군
신명(달맞이휴게소),35.64757,129.4455753,버스택시과,26346,울산광역시 북구
신명동,35.64026323,129.4346453,버스택시과,14008,울산광역시 북구
신명동,35.64013441,129.4346388,버스택시과,14007,울산광역시 북구
신명마을,35.38261731,129.155101,교통과,30564,양산시
신명마을,35.64266738,129.4403085,버스택시과,26304,울산광역시 북구
신명마을,35.64285482,129.4401735,버스택시과,26303,울산광역시 북구
신명마을,35.38262801,129.1548766,교통과,30563,양산시
신명천,35.64103328,129.4323229,버스택시과,14013,울산광역시 북구
신명천,35.64106705,129.4325468,버스택시과,14014,울산광역시 북구
신명휴게소,35.65140594,129.448132,버스택시과,26347,울산광역시 북구
신복,35.53386169,129.1142509,버스택시과,15407,울산광역시 울주군
신복,35.53395667,129.1144334,버스택시과,15408,울산광역시 울주군
신복교차로,35.54878159,129.2630239,버스택시과,30704,울산광역시 남구
신복교차로,35.54824135,129.2624023,버스택시과,30703,울산광역시 남구
신복교차로 입구,35.54805663,129.2626567,버스택시과,30700,울산광역시 남구
신복초등학교,35.54956414,129.254916,버스택시과,76210,울산광역시 남구
신복초등학교,35.55111819,129.2544026,버스택시과,65401,울산광역시 남구
신복초등학교,35.54944512,129.2549282,버스택시과,76203,울산광역시 남구
신복초등학교,35.54958714,129.254719,버스택시과,65402,울산광역시 남구
신복초등학교,35.54962768,129.2548269,버스택시과,76209,울산광역시 남구
신복초등학교,35.55093005,129.2543673,버스택시과,76204,울산광역시 남구
신복현대아파트,35.55194227,129.25443,버스택시과,76206,울산광역시 남구
신복현대아파트,35.55179291,129.2545657,버스택시과,76205,울산광역시 남구
신복환승센터,35.55110632,129.2625933,버스택시과,30701,울산광역시 남구
신복환승센터,35.55070391,129.2623698,버스택시과,30702,울산광역시 남구
신복회관,35.53193981,129.1169504,버스택시과,15410,울산광역시 울주군
신복회관,35.53192559,129.1167876,버스택시과,15409,울산광역시 울주군
신북정,35.37045687,129.0451073,교통과,59165,양산시
신북정,35.37018102,129.0445792,교통과,59160,양산시
신불산온천,35.55461153,129.0767005,버스택시과,15395,울산광역시 울주군
신불산온천,35.5548089,129.0766128,버스택시과,15326,울산광역시 울주군
신불산자연휴양림앞,35.55103086,129.0148495,버스택시과,30264,울산광역시 울주군
신불산자연휴양림앞,35.55050236,129.0147782,버스택시과,30263,울산광역시 울주군
신선여고,35.52519367,129.3263657,버스택시과,74901,울산광역시 남구
신선여고,35.52519773,129.3265289,버스택시과,74902,울산광역시 남구
신세대아파트,35.5523244,129.2590639,버스택시과,65105,울산광역시 남구
신세대아파트,35.55238389,129.2586755,버스택시과,65106,울산광역시 남구
신안1길입구,35.52433316,129.1123127,버스택시과,15401,울산광역시 울주군
신안골드빌,35.57917208,129.3128063,버스택시과,72104,울산광역시 중구
신안골드빌,35.57905417,129.3123844,버스택시과,72105,울산광역시 중구
신안마을회관,35.52550223,129.1075779,버스택시과,31617,울산광역시 울주군
신안마을회관,35.52535487,129.1075766,버스택시과,31618,울산광역시 울주군
신안입구,35.52549975,129.0993844,버스택시과,30129,울산광역시 울주군
신안입구,35.52527216,129.0994137,버스택시과,30130,울산광역시 울주군
신암공단,35.47379364,129.1754511,버스택시과,15731,울산광역시 울주군
신암공단,35.47384733,129.1753443,버스택시과,15732,울산광역시 울주군
신암마을회관앞,35.46891899,129.1724131,버스택시과,15714,울산광역시 울주군
신암마을회관앞,35.46894829,129.1725446,버스택시과,15713,울산광역시 울주군
신암마을회관앞,35.46892184,129.1725471,버스택시과,76707,울산광역시 울주군
신암입구,35.34692715,129.3205178,버스택시과,15952,울산광역시 울주군
신암입구,35.34706744,129.320664,버스택시과,15951,울산광역시 울주군
신영공업,35.5996845,129.078637,버스택시과,30155,울산광역시 울주군
신영공업,35.59911603,129.0790331,버스택시과,30156,울산광역시 울주군
신울산종합시장,35.56156543,129.3384782,버스택시과,31706,울산광역시 중구
신울산종합시장,35.56148719,129.3382733,버스택시과,31705,울산광역시 중구
신일반산업단지입구,35.46184357,129.3389131,교통과,15896,울산광역시 울주군
신일반산업단지입구,35.46162532,129.3389088,버스택시과,15897,울산광역시 울주군
신일중학교앞,35.52435769,129.3115286,버스택시과,31303,울산광역시 남구
신일중학교앞,35.5254317,129.3112494,버스택시과,31304,울산광역시 남구
신일해피트리,35.48739545,129.3026528,버스택시과,24636,울산광역시 울주군
신일해피트리,35.48753258,129.3027348,버스택시과,24635,울산광역시 울주군
신전,35.53470865,129.3894475,버스택시과,30627,울산광역시 북구
신전,35.53618443,129.3888361,버스택시과,30628,울산광역시 북구
신전마을,35.59814074,129.4307473,버스택시과,26325,울산광역시 북구
신전마을,35.5985127,129.4309123,버스택시과,26326,울산광역시 북구
신전마을,35.43205289,129.0677349,교통과,59237,양산시
신전마을,35.43203138,129.0675153,교통과,59235,양산시
신정1동행정복지센터,35.54176146,129.3059693,버스택시과,22503,울산광역시 남구
신정1동행정복지센터,35.54186292,129.3062712,버스택시과,22504,울산광역시 남구
신정2동행정복지센터입구,35.53388128,129.3067875,버스택시과,22507,울산광역시 남구
신정2동행정복지센터입구,35.53350664,129.3071968,버스택시과,22508,울산광역시 남구
신정3동행정복지센터입구,35.54611724,129.3154974,버스택시과,63506,울산광역시 남구
신정3동행정복지센터입구,35.54609002,129.3159514,버스택시과,63505,울산광역시 남구
신정5동행정복지센터앞,35.544093,129.3194762,버스택시과,63612,울산광역시 남구
신정5동행정복지센터앞,35.54397377,129.319752,버스택시과,22805,울산광역시 남구
신정고등학교,35.53277035,129.3030629,버스택시과,40613,울산광역시 남구
신정고등학교/학성고등학교,35.53328761,129.3024703,버스택시과,40614,울산광역시 남구
신정시장사거리,35.54233404,129.3128077,버스택시과,63608,울산광역시 남구
신정시장사거리,35.54215565,129.312827,버스택시과,63609,울산광역시 남구
신정시장앞,35.54329731,129.3110262,버스택시과,31108,울산광역시 남구
신정시장앞,35.54402751,129.3104082,버스택시과,31105,울산광역시 남구
신정시장앞,35.54390568,129.3107501,버스택시과,31106,울산광역시 남구
신정시장앞,35.54328819,129.3106933,버스택시과,31107,울산광역시 남구
신정중학교앞,35.5410978,129.2925489,버스택시과,63803,울산광역시 남구
신정중학교앞,35.54121523,129.2924993,버스택시과,63804,울산광역시 남구
신정현대홈타운106동,35.5300932,129.3249222,버스택시과,64300,울산광역시 남구
신정현대홈타운106동,35.5301752,129.3247631,버스택시과,64306,울산광역시 남구
신정현대홈타운4단지,35.5312731,129.3223734,버스택시과,64303,울산광역시 남구
신정현대홈타운4단지,35.53094737,129.3225591,버스택시과,64304,울산광역시 남구
신정현대홈타운단지내,35.52996342,129.324776,버스택시과,12505,울산광역시 남구
신정현대홈타운앞,35.5316544,129.323651,버스택시과,64105,울산광역시 남구
신정현대홈타운앞,35.53179001,129.323721,버스택시과,23406,울산광역시 남구
신정현대홈타운앞,35.53204653,129.3231276,버스택시과,23405,울산광역시 남구
신중앙시장,35.55518241,129.328481,버스택시과,24710,울산광역시 중구
신중앙시장,35.55534572,129.3284925,버스택시과,24709,울산광역시 중구
신진자동차학원앞,35.48077583,129.2192745,버스택시과,30516,울산광역시 울주군
신진자동차학원앞,35.48124738,129.2185595,버스택시과,30515,울산광역시 울주군
신진파크,35.48975628,129.4214979,버스택시과,13303,울산광역시 동구
신진파크,35.49057274,129.4215394,버스택시과,13304,울산광역시 동구
신척과,35.59846265,129.2751872,교통과,21326,울산광역시 울주군
신척과,35.59848743,129.2748293,교통과,21325,울산광역시 울주군
신천,35.6316587,129.3506787,버스택시과,25305,울산광역시 북구
신천,35.63224431,129.3505896,버스택시과,25306,울산광역시 북구
신천리플렉스,35.63508561,129.3554742,버스택시과,25349,울산광역시 북구
신천리플렉스,35.63510413,129.3556789,버스택시과,25340,울산광역시 북구
신촌마을,35.46803416,129.3209706,버스택시과,40115,울산광역시 울주군
신촌마을,35.46818075,129.3213135,버스택시과,40116,울산광역시 울주군
신토불이,35.49247734,129.2113501,버스택시과,24440,울산광역시 울주군
신토불이,35.49241736,129.2112464,버스택시과,24439,울산광역시 울주군
신평버스터미널,35.49323132,129.0869572,교통과,66201,양산시
신평버스터미널,35.49338545,129.0872509,교통과,77008,양산시
"신평시장,중앙약국",35.49094069,129.0869024,교통과,77004,양산시
"신평시장,중앙약국",35.49089408,129.0867835,교통과,77007,양산시
신한로얄멤버스아파트,35.53997731,129.3041582,버스택시과,40769,울산광역시 남구
신한비료앞,35.4814809,129.3472848,버스택시과,23513,울산광역시 남구
신한비료앞,35.4821165,129.3479616,버스택시과,23514,울산광역시 남구
신한은행.양산시2청사,35.34627977,129.0389779,교통과,59138,양산시
신한은행.양산시2청사,35.34646601,129.0393314,교통과,59139,양산시
신한중공업,35.40594015,129.3488841,버스택시과,15874,울산광역시 울주군
신한중공업,35.40497947,129.3470462,버스택시과,15873,울산광역시 울주군
신현동,35.58966887,129.4184224,버스택시과,26369,울산광역시 북구
신현동,35.5896673,129.4188472,버스택시과,26368,울산광역시 북구
신화(태기)입구,35.58852268,129.133718,버스택시과,30342,울산광역시 울주군
신화(태기)입구,35.58767849,129.1333563,버스택시과,30341,울산광역시 울주군
신화3길입구,35.58547721,129.1268056,버스택시과,15625,울산광역시 울주군
신화3길입구,35.58563181,129.1269807,버스택시과,15626,울산광역시 울주군
신화마을,35.52405313,129.3412858,버스택시과,24003,울산광역시 남구
신화마을,35.58830586,129.1270895,버스택시과,30377,울산광역시 울주군
신화마을,35.52419497,129.3409394,버스택시과,24004,울산광역시 남구
신화마을,35.58833254,129.1272049,버스택시과,30376,울산광역시 울주군
신화목재,35.42407007,129.1962165,버스택시과,15900,울산광역시 울주군
신화목재,35.42389135,129.1966785,버스택시과,15899,울산광역시 울주군
신흥마을,35.57552024,129.1312231,버스택시과,30346,울산광역시 울주군
신흥마을,35.57575277,129.1310847,버스택시과,30345,울산광역시 울주군
신흥마을입구,35.50067941,129.088798,버스택시과,23609,울산광역시 울주군
신흥마을입구,35.50064776,129.0886451,버스택시과,23610,울산광역시 울주군
신흥마을회관,35.57507844,129.1338211,버스택시과,30473,울산광역시 울주군
신흥마을회관,35.57495122,129.1337543,버스택시과,30472,울산광역시 울주군
십리대밭교,35.54924984,129.3062409,버스택시과,22014,울산광역시 남구
십리대밭교,35.54908429,129.3061922,버스택시과,22013,울산광역시 남구
쌍수마을,35.54062276,129.1326322,버스택시과,15403,울산광역시 울주군
쌍수마을,35.54052147,129.1327661,버스택시과,15404,울산광역시 울주군
쌍용아진 그린타운1차,35.62933436,129.3412249,버스택시과,20206,울산광역시 북구
쌍용아진 그린타운1차,35.62864594,129.342756,버스택시과,20205,울산광역시 북구
쌍용아진그린타운2차,35.630266,129.3399863,버스택시과,20203,울산광역시 북구
쌍용아진그린타운2차,35.63084795,129.3386148,버스택시과,20204,울산광역시 북구
쌍용아진그린타운3차,35.63068256,129.3358784,버스택시과,20201,울산광역시 북구
쌍용아진그린타운4차,35.63141616,129.3353368,버스택시과,20216,울산광역시 북구
쌍용양회앞,35.52403982,129.3707909,버스택시과,24010,울산광역시 남구
쌍용양회앞,35.52409458,129.370572,버스택시과,24009,울산광역시 남구
쌍용하나빌리지,35.49559591,129.238008,버스택시과,24601,울산광역시 울주군
쌍용하나빌리지,35.49285563,129.2383752,버스택시과,24604,울산광역시 울주군
쌍용하나빌리지,35.49587389,129.2377684,버스택시과,24602,울산광역시 울주군
쌍용하나빌리지(종점),35.49285062,129.2384789,버스택시과,24603,울산광역시 울주군
쌍용하나빌리지206,35.49426343,129.2392216,버스택시과,24605,울산광역시 울주군
아데라움아파트,35.54625903,129.3448525,버스택시과,73801,울산광역시 남구
아데라움아파트,35.54649535,129.3445595,버스택시과,73802,울산광역시 남구
아래하리,35.64580919,129.2108196,버스택시과,20716,울산광역시 울주군
아래하리,35.64554998,129.2108558,버스택시과,20715,울산광역시 울주군
아랫귀지,35.41901083,129.271231,버스택시과,15918,울산광역시 울주군
아랫귀지,35.41922323,129.2708884,버스택시과,15917,울산광역시 울주군
아랫반회,35.41106525,129.0591413,교통과,59433,양산시
아랫반회,35.41126387,129.0593759,교통과,59201,양산시
아랫율동,35.55674398,129.379384,버스택시과,30618,울산광역시 북구
아랫율동,35.55667177,129.379093,버스택시과,30617,울산광역시 북구
"아산의학관,울산대학병원",35.51912366,129.4267663,버스택시과,27108,울산광역시 동구
"아산의학관,울산대학병원",35.51894303,129.426444,버스택시과,27107,울산광역시 동구
아성아파트,35.55061657,129.2545635,버스택시과,76201,울산광역시 남구
아성아파트,35.55050586,129.2547015,버스택시과,76202,울산광역시 남구
아진비치아파트,35.61948247,129.4473212,버스택시과,26315,울산광역시 북구
아진비치아파트,35.61967575,129.4473902,버스택시과,26316,울산광역시 북구
아하브마을,35.5614018,129.0836267,버스택시과,15323,울산광역시 울주군
아하브마을,35.56102429,129.0834787,버스택시과,15325,울산광역시 울주군
안간월,35.56540739,129.0588293,버스택시과,31615,울산광역시 울주군
안간월,35.56532285,129.0587119,버스택시과,31616,울산광역시 울주군
안영축,35.52919653,129.2294266,버스택시과,65027,울산광역시 남구
안영축,35.52904573,129.2301112,버스택시과,65028,울산광역시 남구
안영축종점,35.52935744,129.2266789,버스택시과,65020,울산광역시 남구
안영축종점,35.52954744,129.2263674,버스택시과,65029,울산광역시 남구
안전보건공단 동서발전,35.56597471,129.3205525,버스택시과,11415,울산광역시 중구
안전보건공단 동서발전,35.56580337,129.3205599,버스택시과,11414,울산광역시 중구
